“make”,“country”,“body_type”,“price”,“registred”,“speedometer”,“fuel_type”,“gearbox”,“seats”,“doors”,“engine_size”,“engine_power”,“colour”
JAGUAR,CZ,HATCHBACK,5186,1987,1,PETROL,AUTOMATIC,0,0,5345,211,BROWN
LINHAI,CZ,QUAD,4502,2021,1,PETROL,AUTOMATIC,0,0,275,5,RED
TGB,CZ,QUAD,9247,2021,1,PETROL,AUTOMATIC,0,0,561,15,BLACK
TGB,CZ,QUAD,11982,2021,1,PETROL,AUTOMATIC,0,0,997,18,BLACK
TGB,CZ,QUAD,11017,2021,1,PETROL,AUTOMATIC,0,0,997,18,BLACK
NISSAN,SK,SUV,25900,2021,1,PETROL,AUTOMATIC,0,0,999,84,WHITE
CITROEN,CZ,HATCHBACK,21109,2021,1,PETROL,AUTOMATIC,0,0,1199,81,RED
CITROEN,CZ,HATCHBACK,20707,2021,1,PETROL,AUTOMATIC,0,0,1199,81,BLACK
TOYOTA,CZ,MPV,27261,2021,1,PETROL,AUTOMATIC,0,0,1199,96,NOT_SPECIFIED
BMW,SK,MPV,46999,2021,1,PETROL,AUTOMATIC,0,0,1499,100,GREY
SUZUKI,CZ,COMBI,28106,2021,1,PETROL,AUTOMATIC,0,0,1798,72,SILVER
PORSCHE,CZ,SUV,79898,2021,1,PETROL,AUTOMATIC,0,0,1984,195,BLACK
PORSCHE,CZ,SUV,77847,2021,1,PETROL,AUTOMATIC,0,0,1984,195,WHITE
ALFA_ROMEO,CZ,OFF_ROAD,56381,2021,1,PETROL,AUTOMATIC,0,0,1995,206,GREY
TOYOTA,CZ,SUV,37189,2021,1,PETROL,AUTOMATIC,0,0,1997,128,BLUE
TOYOTA,CZ,SUV,36385,2021,1,PETROL,AUTOMATIC,0,0,1997,128,WHITE
BMW,SK,COUPE,54819,2021,1,PETROL,AUTOMATIC,0,0,1998,131,BLACK
BMW,SK,SUV,67000,2021,1,PETROL,AUTOMATIC,0,0,1998,135,BLACK
BMW,SK,SUV,45000,2021,1,PETROL,AUTOMATIC,0,0,1998,141,WHITE
PORSCHE,CZ,SUV,103179,2021,1,PETROL,AUTOMATIC,0,0,2894,280,BLUE
PORSCHE,CZ,SUV,111295,2021,1,PETROL,AUTOMATIC,0,0,2995,250,BLACK
PORSCHE,CZ,SUV,100789,2021,1,PETROL,AUTOMATIC,0,0,2995,250,BROWN
BMW,SK,SUV,106350,2021,1,PETROL,AUTOMATIC,0,0,2998,250,GREY
BMW,SK,NOT_SPECIFIED,103000,2021,1,PETROL,AUTOMATIC,0,0,2998,250,BLUE_METALLIC
BMW,SK,ROADSTER,80185,2021,1,PETROL,AUTOMATIC,0,0,2998,250,GREY
MERCEDES_BENZ,SK,NOT_SPECIFIED,98964,2021,1,PETROL,AUTOMATIC,0,0,2999,270,RED
NISSAN,CZ,OFF_ROAD,51427,2020,2,PETROL,AUTOMATIC,0,0,3498,193,BLUE
JEEP,CZ,OFF_ROAD,79815,2020,2,PETROL,AUTOMATIC,0,0,3604,216,WHITE
PEUGEOT,CZ,HATCHBACK,17163,2021,2,PETROL,AUTOMATIC,0,0,1199,74,YELLOW
PEUGEOT,CZ,HATCHBACK,15934,2021,2,PETROL,AUTOMATIC,0,0,1199,74,YELLOW
PEUGEOT,CZ,SUV,39644,2021,2,PETROL,AUTOMATIC,0,0,1597,166,WHITE
JEEP,CZ,OFF_ROAD,65962,2021,2,PETROL,AUTOMATIC,0,0,3604,216,WHITE
DODGE,CZ,OFF_ROAD,76357,2021,2,PETROL,AUTOMATIC,0,0,5654,268,BLACK
DODGE,CZ,OFF_ROAD,76308,2021,2,PETROL,AUTOMATIC,0,0,5654,268,RED
DODGE,CZ,OFF_ROAD,67148,2021,2,PETROL,AUTOMATIC,0,0,5654,268,GREY
DODGE,CZ,OFF_ROAD,67144,2021,2,PETROL,AUTOMATIC,0,0,5654,268,WHITE
DODGE,CZ,OFF_ROAD,67141,2021,2,PETROL,AUTOMATIC,0,0,5654,268,BLACK
DODGE,CZ,OFF_ROAD,67140,2021,2,PETROL,AUTOMATIC,0,0,5654,268,NOT_SPECIFIED
DODGE,CZ,OFF_ROAD,67137,2021,2,PETROL,AUTOMATIC,0,0,5654,268,WHITE
DODGE,CZ,OFF_ROAD,67137,2021,2,PETROL,AUTOMATIC,0,0,5654,268,GREY
DODGE,CZ,OFF_ROAD,93646,2021,2,PETROL,AUTOMATIC,0,0,5654,291,WHITE
DODGE,CZ,OFF_ROAD,92842,2021,2,PETROL,AUTOMATIC,0,0,5654,291,BLACK
DODGE,CZ,OFF_ROAD,92070,2021,2,PETROL,AUTOMATIC,0,0,5654,291,RED
DODGE,CZ,OFF_ROAD,90430,2021,2,PETROL,AUTOMATIC,0,0,5654,291,GREY
DODGE,CZ,OFF_ROAD,89545,2021,2,PETROL,AUTOMATIC,0,0,5654,291,BLACK
DODGE,CZ,OFF_ROAD,88379,2021,2,PETROL,AUTOMATIC,0,0,5654,291,GREY
DODGE,CZ,NOT_SPECIFIED,75068,2021,2,PETROL,AUTOMATIC,0,0,5654,291,BLACK
DODGE,CZ,NOT_SPECIFIED,74735,2021,2,PETROL,AUTOMATIC,0,0,5654,291,RED
DODGE,CZ,NOT_SPECIFIED,74735,2021,2,PETROL,AUTOMATIC,0,0,5654,291,WHITE
DODGE,CZ,NOT_SPECIFIED,74735,2021,2,PETROL,AUTOMATIC,0,0,5654,291,GREY
DODGE,CZ,NOT_SPECIFIED,74004,2021,2,PETROL,AUTOMATIC,0,0,5654,291,BLACK
DODGE,CZ,NOT_SPECIFIED,73040,2021,2,PETROL,AUTOMATIC,0,0,5654,291,GREY
DODGE,CZ,OFF_ROAD,92440,2021,2,PETROL,AUTOMATIC,0,0,5654,294,RED
DODGE,CZ,NOT_SPECIFIED,75400,2021,2,PETROL,AUTOMATIC,0,0,5654,294,RED
DODGE,CZ,OFF_ROAD,94451,2021,2,PETROL,AUTOMATIC,0,0,5654,295,BLACK
DODGE,CZ,NOT_SPECIFIED,74735,2021,2,PETROL,AUTOMATIC,0,0,5654,295,BLACK
DODGE,CZ,OFF_ROAD,93646,2021,3,PETROL,AUTOMATIC,0,0,5654,291,BLACK
DODGE,CZ,NOT_SPECIFIED,74765,2021,3,PETROL,AUTOMATIC,0,0,5654,291,BLACK
VOLVO,CZ,SUV,44668,2021,4,PETROL,AUTOMATIC,0,0,1969,120,BLACK
KIA,CZ,HATCHBACK,17490,2021,5,PETROL,AUTOMATIC,0,0,998,74,WHITE
CITROEN,CZ,HATCHBACK,19240,2021,5,PETROL,AUTOMATIC,0,0,1199,81,GREY
RENAULT,SK,COUPE,22545,2021,5,PETROL,AUTOMATIC,0,0,1332,103,WHITE
KIA,CZ,HATCHBACK,28869,2021,5,PETROL,AUTOMATIC,0,0,1482,118,GOLD
KIA,CZ,HATCHBACK,26999,2021,5,PETROL,AUTOMATIC,0,0,1485,118,WHITE
KIA,CZ,HATCHBACK,26999,2021,5,PETROL,AUTOMATIC,0,0,1485,118,BLACK
KIA,CZ,HATCHBACK,26999,2021,5,PETROL,AUTOMATIC,0,0,1485,118,GREY
KIA,CZ,HATCHBACK,26738,2021,5,PETROL,AUTOMATIC,0,0,1485,118,BROWN
KIA,CZ,COMBI,30156,2021,5,PETROL,AUTOMATIC,0,0,1489,118,ORANGE
KIA,CZ,HATCHBACK,26336,2021,5,PETROL,AUTOMATIC,0,0,1489,118,WHITE
KIA,CZ,HATCHBACK,26336,2021,5,PETROL,AUTOMATIC,0,0,1489,118,BLACK
KIA,CZ,HATCHBACK,23923,2021,5,PETROL,AUTOMATIC,0,0,1489,118,GREY
KIA,CZ,HATCHBACK,23923,2021,5,PETROL,AUTOMATIC,0,0,1489,118,BROWN
KIA,CZ,COMBI,30357,2021,5,PETROL,AUTOMATIC,0,0,1498,118,BLACK
KIA,CZ,COMBI,24868,2021,5,PETROL,AUTOMATIC,0,0,1498,118,YELLOW
KIA,CZ,COMBI,21216,2021,5,PETROL,AUTOMATIC,0,0,1498,118,BLUE
KIA,CZ,COMBI,20818,2021,5,PETROL,AUTOMATIC,0,0,1498,118,GREY
KIA,CZ,HATCHBACK,28848,2021,5,PETROL,AUTOMATIC,0,0,1499,118,BLUE
KIA,CZ,COMBI,27803,2021,5,PETROL,AUTOMATIC,0,0,1499,118,GREY
KIA,CZ,HATCHBACK,24739,2021,5,PETROL,AUTOMATIC,0,0,1499,118,GREY
KIA,CZ,COMBI,24325,2021,5,PETROL,AUTOMATIC,0,0,1499,118,WHITE
KIA,CZ,SUV,29190,2021,5,PETROL,AUTOMATIC,0,0,1589,130,BLUE
KIA,CZ,COMBI,33774,2021,5,PETROL,AUTOMATIC,0,0,1589,150,GREY
KIA,CZ,COMBI,35443,2021,5,PETROL,AUTOMATIC,0,0,1591,150,WHITE
KIA,CZ,COMBI,34839,2021,5,PETROL,AUTOMATIC,0,0,1591,150,ORANGE
SUBARU,CZ,SUV,27020,2021,5,PETROL,AUTOMATIC,0,0,1598,84,BLUE
KIA,CZ,SUV,36026,2021,5,PETROL,AUTOMATIC,0,0,1598,100,WHITE
KIA,CZ,COMBI,35182,2021,5,PETROL,AUTOMATIC,0,0,1598,150,GREY
SUBARU,CZ,SUV,31443,2021,5,PETROL,AUTOMATIC,0,0,1600,84,BLUE
SUBARU,CZ,SUV,31443,2021,5,PETROL,AUTOMATIC,0,0,1600,84,GREY
SUBARU,CZ,SUV,26095,2021,5,PETROL,AUTOMATIC,0,0,1600,84,SILVER
VOLVO,CZ,SUV,62963,2021,5,PETROL,AUTOMATIC,0,0,1969,220,BLUE
SUBARU,CZ,COMBI,44189,2021,5,PETROL,AUTOMATIC,0,0,1995,110,GREEN
ALFA_ROMEO,CZ,OFF_ROAD,68411,2021,5,PETROL,AUTOMATIC,0,0,1995,206,GOLD
ALFA_ROMEO,CZ,OFF_ROAD,56381,2021,5,PETROL,AUTOMATIC,0,0,1995,206,GREEN
ALFA_ROMEO,CZ,OFF_ROAD,55919,2021,5,PETROL,AUTOMATIC,0,0,1995,206,WHITE
SUBARU,CZ,COMBI,46320,2021,5,PETROL,AUTOMATIC,0,0,2498,124,WHITE
BMW,SK,COUPE,109000,2021,5,PETROL,AUTOMATIC,0,0,2998,250,BLACK
VOLVO,SK,SEDAN,44170,2021,6,PETROL,AUTOMATIC,0,0,1969,120,SILVER
MERCEDES_BENZ,SK,SEDAN,81282,2021,6,PETROL,AUTOMATIC,0,0,1991,155,NOT_SPECIFIED
CITROEN,CZ,COMBI,32649,2021,7,PETROL,AUTOMATIC,0,0,1199,96,GREY
RENAULT,SK,COUPE,27815,2021,7,PETROL,AUTOMATIC,0,0,1332,103,BLACK
RENAULT,SK,COUPE,23085,2021,7,PETROL,AUTOMATIC,0,0,1332,103,BLUE
MAZDA,CZ,OFF_ROAD,59099,2021,8,PETROL,AUTOMATIC,0,0,2500,183,GREY
PORSCHE,CZ,CABRIO,120225,2021,8,PETROL,AUTOMATIC,0,0,3995,294,SILVER
SUBARU,CZ,COMBI,47527,2021,9,PETROL,AUTOMATIC,0,0,2498,124,GREEN
FORD,CZ,OFF_ROAD,56252,2021,10,PETROL,AUTOMATIC,0,0,1500,132,BLUE
SUBARU,CZ,COMBI,25412,2021,10,PETROL,AUTOMATIC,0,0,1595,84,GREY
SUBARU,CZ,SUV,31443,2021,10,PETROL,AUTOMATIC,0,0,1600,84,GREY
SUBARU,CZ,SUV,27020,2021,10,PETROL,AUTOMATIC,0,0,1600,84,GREY
SUBARU,CZ,SUV,27020,2021,10,PETROL,AUTOMATIC,0,0,1600,84,SILVER
SUBARU,CZ,SUV,26537,2021,10,PETROL,AUTOMATIC,0,0,1600,84,RED
SUBARU,CZ,SUV,26537,2021,10,PETROL,AUTOMATIC,0,0,1600,84,ORANGE
SUBARU,CZ,SUV,33856,2021,10,PETROL,AUTOMATIC,0,0,1995,84,BLUE
SUBARU,CZ,COMBI,49939,2021,10,PETROL,AUTOMATIC,0,0,2498,124,NOT_SPECIFIED
SUBARU,CZ,COMBI,49939,2021,10,PETROL,AUTOMATIC,0,0,2498,124,BLACK
SUBARU,CZ,COMBI,49939,2021,10,PETROL,AUTOMATIC,0,0,2498,124,GREY
SUBARU,CZ,COMBI,49939,2021,10,PETROL,AUTOMATIC,0,0,2498,124,BLUE
SUBARU,CZ,COMBI,49939,2021,10,PETROL,AUTOMATIC,0,0,2498,124,BROWN
SUBARU,CZ,COMBI,47527,2021,10,PETROL,AUTOMATIC,0,0,2498,124,GREEN
SUBARU,CZ,COMBI,47527,2021,10,PETROL,AUTOMATIC,0,0,2498,124,WHITE
SUBARU,CZ,COMBI,47527,2021,10,PETROL,AUTOMATIC,0,0,2498,124,SILVER
SUBARU,CZ,COMBI,47527,2021,10,PETROL,AUTOMATIC,0,0,2498,124,GREY
SUBARU,CZ,COMBI,47523,2021,10,PETROL,AUTOMATIC,0,0,2498,124,WHITE
SUBARU,CZ,COMBI,46320,2021,10,PETROL,AUTOMATIC,0,0,2498,124,BLUE
LAND_ROVER,CZ,OFF_ROAD,106789,2021,10,PETROL,AUTOMATIC,0,0,2995,294,GREY
VOLKSWAGEN,SK,NOT_SPECIFIED,29640,2021,10,PETROL,AUTOMATIC,0,0,?,110,GREY
JAGUAR,CZ,COUPE,131312,2022,10,PETROL,AUTOMATIC,0,0,5000,331,ORANGE
JAGUAR,CZ,SUV,131039,2022,10,PETROL,AUTOMATIC,0,0,5000,405,YELLOW
AUDI,SK,NOT_SPECIFIED,40800,2021,11,PETROL,AUTOMATIC,0,0,35,110,RED
RENAULT,SK,COUPE,25295,2021,11,PETROL,AUTOMATIC,0,0,1332,103,BLACK
MERCEDES_BENZ,SK,HATCHBACK,44940,2021,11,PETROL,AUTOMATIC,0,0,1332,120,SILVER
CHEVROLET,CZ,COUPE,92078,2020,15,PETROL,AUTOMATIC,0,0,6162,343,BLACK
HONDA,CZ,HATCHBACK,22513,2022,18,PETROL,AUTOMATIC,0,0,1498,80,BLUE
TOYOTA,CZ,HATCHBACK,52874,2021,20,PETROL,AUTOMATIC,0,0,3456,225,WHITE
BMW,CZ,SUV,98874,2021,22,PETROL,AUTOMATIC,0,0,2998,245,GREY
LAND_ROVER,SK,SUV,100367,2020,25,PETROL,AUTOMATIC,0,0,2996,224,NOT_SPECIFIED
LAND_ROVER,SK,SUV,101031,2020,25,PETROL,AUTOMATIC,0,0,2996,294,NOT_SPECIFIED
JAGUAR,SK,SUV,99058,2020,25,PETROL,AUTOMATIC,0,0,2996,294,GREY
LAND_ROVER,SK,SUV,85738,2021,25,PETROL,AUTOMATIC,0,0,2996,297,NOT_SPECIFIED
AUDI,SK,NOT_SPECIFIED,36500,2021,29,PETROL,AUTOMATIC,0,0,35,110,WHITE
DODGE,CZ,OFF_ROAD,86449,2021,29,PETROL,AUTOMATIC,0,0,5654,295,WHITE
DODGE,CZ,NOT_SPECIFIED,71445,2021,29,PETROL,AUTOMATIC,0,0,5654,295,WHITE
TOYOTA,CZ,OFF_ROAD,74989,2021,30,PETROL,AUTOMATIC,0,0,5663,284,BROWN
TOYOTA,CZ,NOT_SPECIFIED,61975,2021,30,PETROL,AUTOMATIC,0,0,5663,284,BROWN
MAZDA,CZ,OFF_ROAD,61519,2021,32,PETROL,AUTOMATIC,0,0,2488,186,BLACK
JEEP,CZ,NOT_SPECIFIED,92440,2021,40,PETROL,AUTOMATIC,0,0,3604,212,BLACK
SUBARU,CZ,OFF_ROAD,54282,2021,44,PETROL,AUTOMATIC,0,0,2387,194,WHITE
CUPRA,CZ,SUV,55082,2021,50,PETROL,AUTOMATIC,0,0,1984,228,GREY
CUPRA,CZ,SUV,54680,2021,50,PETROL,AUTOMATIC,0,0,1984,228,BLACK
TOYOTA,CZ,OFF_ROAD,89465,2021,50,PETROL,AUTOMATIC,0,0,5663,284,GREY
SUBARU,CZ,OFF_ROAD,56493,2021,60,PETROL,AUTOMATIC,0,0,2387,194,BLACK
MAZDA,CZ,OFF_ROAD,62726,2021,60,PETROL,AUTOMATIC,0,0,2488,186,BLACK
MAZDA,CZ,OFF_ROAD,62726,2021,66,PETROL,AUTOMATIC,0,0,2488,186,GREY
PORSCHE,CZ,SUV,121511,2018,100,PETROL,AUTOMATIC,0,0,2894,324,BLACK
CHEVROLET,CZ,NOT_SPECIFIED,61975,2018,102,PETROL,AUTOMATIC,0,0,6162,313,WHITE
CHEVROLET,CZ,OFF_ROAD,74989,2019,102,PETROL,AUTOMATIC,0,0,6162,313,WHITE
MERCEDES_BENZ,CZ,HATCHBACK,81825,2020,157,PETROL,AUTOMATIC,0,0,2998,270,WHITE
PORSCHE,CZ,COUPE,132287,2021,180,PETROL,AUTOMATIC,0,0,3995,180,BLACK
VOLKSWAGEN,CZ,COMBI,68351,2021,200,PETROL,AUTOMATIC,0,0,1984,235,BLUE
CHEVROLET,CZ,NOT_SPECIFIED,74735,2021,200,PETROL,AUTOMATIC,0,0,6200,313,GREY
SKODA,CZ,COMBI,42215,2021,250,PETROL,AUTOMATIC,0,0,1984,180,BLUE
DODGE,SK,COUPE,17799,2009,280,PETROL,AUTOMATIC,0,0,3518,188,NOT_SPECIFIED
LINCOLN,CZ,OFF_ROAD,72979,2019,500,PETROL,AUTOMATIC,0,0,2700,246,GREY
JAGUAR,SK,SUV,100977,2021,725,PETROL,AUTOMATIC,0,0,1997,297,NOT_SPECIFIED
MERCEDES_BENZ,SK,COUPE,57584,2021,749,PETROL,AUTOMATIC,0,0,1332,120,NOT_SPECIFIED
MERCEDES_BENZ,SK,SEDAN,48864,2021,938,PETROL,AUTOMATIC,0,0,1332,118,NOT_SPECIFIED
MERCEDES_BENZ,CZ,HATCHBACK,3980,1999,1000,PETROL,AUTOMATIC,0,0,4266,205,SILVER
FORD,CZ,OFF_ROAD,65681,2020,1000,PETROL,AUTOMATIC,0,0,3000,294,GREY
RENAULT,SK,SUV,27600,2021,1000,PETROL,AUTOMATIC,0,0,1333,103,ORANGE
CUPRA,CZ,SUV,48170,2021,1100,PETROL,AUTOMATIC,0,0,1984,228,BLACK
BMW,CZ,COUPE,108162,2021,1200,PETROL,AUTOMATIC,0,0,4395,390,BLUE
INFINITI,CZ,SEDAN,104141,2018,1490,PETROL,AUTOMATIC,0,0,5598,298,BLACK
RENAULT,SK,COMBI,25000,2020,1660,PETROL,AUTOMATIC,0,0,1598,117,BLUE
KIA,CZ,OFF_ROAD,26055,2020,2200,PETROL,AUTOMATIC,0,0,1591,150,BLUE
HYUNDAI,CZ,HATCHBACK,34097,2021,2276,PETROL,AUTOMATIC,0,0,1998,206,RED
KIA,CZ,HATCHBACK,18894,2021,2500,PETROL,AUTOMATIC,0,0,998,74,BLUE
KIA,CZ,HATCHBACK,16947,2021,2500,PETROL,AUTOMATIC,0,0,1482,118,BLUE
KIA,CZ,HATCHBACK,16947,2021,2500,PETROL,AUTOMATIC,0,0,1482,118,BLACK
KIA,CZ,SUV,32127,2021,2500,PETROL,AUTOMATIC,0,0,1591,130,GREY
KIA,CZ,COMBI,30076,2021,2500,PETROL,AUTOMATIC,0,0,1591,150,GREY
KIA,CZ,HATCHBACK,11295,2020,2771,PETROL,AUTOMATIC,0,0,998,49,YELLOW
KIA,CZ,COMBI,32569,2021,3000,PETROL,AUTOMATIC,0,0,1591,150,WHITE
BMW,CZ,SUV,84398,2020,3176,PETROL,AUTOMATIC,0,0,2993,375,GREY
SUBARU,CZ,COMBI,47527,2021,3250,PETROL,AUTOMATIC,0,0,2498,124,BLUE
KIA,SK,SUV,24330,2021,3300,PETROL,AUTOMATIC,0,0,1591,130,NOT_SPECIFIED
MERCEDES_BENZ,SK,HATCHBACK,38430,2021,3532,PETROL,AUTOMATIC,0,0,1332,100,SILVER
ALFA_ROMEO,CZ,CABRIO,76035,2019,3700,PETROL,AUTOMATIC,0,0,1742,177,WHITE
VOLVO,CZ,COMBI,47844,2021,3800,PETROL,AUTOMATIC,0,0,1969,184,BLACK
SKODA,CZ,OFF_ROAD,26497,2020,3870,PETROL,AUTOMATIC,0,0,1498,110,BLUE
DODGE,CZ,OFF_ROAD,36147,2020,4000,PETROL,AUTOMATIC,0,0,5654,295,RED
BMW,SK,NOT_SPECIFIED,78000,2020,4100,PETROL,AUTOMATIC,0,0,2993,375,NOT_SPECIFIED
VOLVO,CZ,COMBI,45030,2021,4245,PETROL,AUTOMATIC,0,0,1969,145,GREY
DODGE,CZ,NOT_SPECIFIED,36147,2020,4400,PETROL,AUTOMATIC,0,0,5654,295,RED
JEEP,CZ,OFF_ROAD,27744,1992,5000,PETROL,AUTOMATIC,0,0,3964,170,ORANGE
JEEP,CZ,OFF_ROAD,27744,1992,5000,PETROL,AUTOMATIC,0,0,3964,170,ORANGE
SKODA,CZ,OFF_ROAD,22476,2019,5000,PETROL,AUTOMATIC,0,0,1984,140,BLACK
KIA,CZ,HATCHBACK,26617,2021,5000,PETROL,AUTOMATIC,0,0,1482,118,GOLD
MITSUBISHI,CZ,SUV,25919,2021,5000,PETROL,AUTOMATIC,0,0,1500,120,GREY
BMW,CZ,SEDAN,100518,2021,5000,PETROL,AUTOMATIC,0,0,2993,375,GREEN
BMW,CZ,SUV,88299,2021,5000,PETROL,AUTOMATIC,0,0,2998,265,BLUE
BMW,CZ,TOURING_CAR,126276,2021,5000,PETROL,AUTOMATIC,0,0,4395,460,BLACK
MERCEDES_BENZ,SK,COUPE,45424,2021,5151,PETROL,AUTOMATIC,0,0,1332,100,NOT_SPECIFIED
MERCEDES_BENZ,SK,HATCHBACK,37200,2021,5194,PETROL,AUTOMATIC,0,0,1332,100,NOT_SPECIFIED
PORSCHE,CZ,COUPE,105468,2021,5300,PETROL,AUTOMATIC,0,0,3995,294,SILVER
JAGUAR,CZ,COUPE,48170,2019,5368,PETROL,AUTOMATIC,0,0,1997,221,GREY
BMW,CZ,SUV,33594,2021,5500,PETROL,AUTOMATIC,0,0,1499,100,BLACK
TOYOTA,CZ,SEDAN,34575,2021,5558,PETROL,AUTOMATIC,0,0,2487,131,BROWN
VOLKSWAGEN,CZ,VAN,32971,2021,5669,PETROL,AUTOMATIC,0,0,1498,110,WHITE
VOLKSWAGEN,CZ,LIFTBACK,44225,2021,5900,PETROL,AUTOMATIC,0,0,1984,140,SILVER
PORSCHE,CZ,COUPE,67953,2016,5910,PETROL,AUTOMATIC,0,0,2706,202,BLACK
MAZDA,CZ,COMBI,29750,2020,6360,PETROL,AUTOMATIC,0,0,1998,132,GREY
MERCEDES_BENZ#UTILITY_VEHICLES,CZ,CABRIO,80217,2018,6500,PETROL,AUTOMATIC,0,0,2996,270,BLUE
BMW,CZ,COUPE,40168,2021,6500,PETROL,AUTOMATIC,0,0,1499,100,BLACK
BMW,CZ,COUPE,37671,2021,6500,PETROL,AUTOMATIC,0,0,1499,100,WHITE
MAZDA,CZ,SUV,33771,2020,6556,PETROL,AUTOMATIC,0,0,1998,180,GREY
SKODA,CZ,COMBI,52271,2021,6659,PETROL,AUTOMATIC,0,0,1984,206,RED
MERCEDES_BENZ#UTILITY_VEHICLES,CZ,CABRIO,56252,2018,6801,PETROL,AUTOMATIC,0,0,2996,245,WHITE
MERCEDES_BENZ,SK,HATCHBACK,41680,2021,6816,PETROL,AUTOMATIC,0,0,2034,100,NOT_SPECIFIED
VOLVO,CZ,SUV,40205,2021,6852,PETROL,AUTOMATIC,0,0,1969,140,BLACK
JAGUAR,CZ,CABRIO,77805,2019,7000,PETROL,AUTOMATIC,0,0,1997,221,BLUE
MITSUBISHI,CZ,SUV,22718,2020,7000,PETROL,AUTOMATIC,0,0,1500,120,WHITE
MITSUBISHI,CZ,SUV,22718,2020,7000,PETROL,AUTOMATIC,0,0,1500,120,NOT_SPECIFIED
MITSUBISHI,CZ,OFF_ROAD,22718,2020,7000,PETROL,AUTOMATIC,0,0,1500,120,WHITE
BMW,CZ,SEDAN,52267,2020,7000,PETROL,AUTOMATIC,0,0,1998,225,BLACK
MAZDA,CZ,HATCHBACK,21672,2021,7017,PETROL,AUTOMATIC,0,0,1998,90,WHITE
BMW,CZ,COUPE,104503,2019,7200,PETROL,AUTOMATIC,0,0,1499,275,WHITE
SKODA,CZ,HATCHBACK,24527,2021,7200,PETROL,AUTOMATIC,0,0,999,81,SILVER
SKODA,CZ,HATCHBACK,22114,2021,7200,PETROL,AUTOMATIC,0,0,999,81,SILVER_METALLIC
FERRARI,CZ,COUPE,124648,2015,7500,PETROL,AUTOMATIC,0,0,4297,338,RED
DODGE,CZ,COUPE,53518,2019,7800,PETROL,AUTOMATIC,0,0,6417,362,NOT_SPECIFIED
BMW,CZ,COUPE,68315,2017,7855,PETROL,AUTOMATIC,0,0,2979,330,BLUE
BMW,CZ,COUPE,101728,2019,7870,PETROL,AUTOMATIC,0,0,1499,170,GREY
MAZDA,CZ,HATCHBACK,22915,2019,7900,PETROL,AUTOMATIC,0,0,1998,90,WHITE
BMW,CZ,SEDAN,88419,2021,8000,PETROL,AUTOMATIC,0,0,2998,275,GREEN
MERCEDES_BENZ,SK,SUV,64750,2021,8138,PETROL,AUTOMATIC,0,0,1991,155,SILVER
SKODA,CZ,HATCHBACK,19300,2021,8200,PETROL,AUTOMATIC,0,0,999,70,BLUE
SKODA,CZ,HATCHBACK,17490,2021,8200,PETROL,AUTOMATIC,0,0,999,70,BLUE
MERCEDES_BENZ,SK,SEDAN,82590,2021,8206,PETROL,AUTOMATIC,0,0,1950,143,NOT_SPECIFIED
ROLLS_ROYCE,CZ,SEDAN,36147,1979,8300,PETROL,AUTOMATIC,0,0,6750,164,WHITE
CADILLAC,CZ,HATCHBACK,35786,2014,8500,PETROL,AUTOMATIC,0,0,1998,203,WHITE
DODGE,CZ,COUPE,70361,2020,8800,PETROL,AUTOMATIC,0,0,6417,362,BLUE
FORD,CZ,COUPE,26135,2016,8818,PETROL,AUTOMATIC,0,0,2300,233,RED
FORD,CZ,COUPE,50261,2019,8933,PETROL,AUTOMATIC,0,0,5038,331,BLACK
VOLKSWAGEN,CZ,LIMOUSINE,38399,2021,8967,PETROL,AUTOMATIC,0,0,1968,140,BLACK
MERCEDES_BENZ,SK,COUPE,100002,2021,8994,PETROL,AUTOMATIC,0,0,2999,270,NOT_SPECIFIED
VOLKSWAGEN,CZ,MPV,43023,2021,9000,PETROL,AUTOMATIC,0,0,1968,140,BLACK
MAZDA,CZ,SEDAN,23258,2021,9066,PETROL,AUTOMATIC,0,0,1998,90,SILVER
PORSCHE,CZ,CABRIO,71371,2018,9400,PETROL,AUTOMATIC,0,0,2497,269,WHITE
VOLVO,CZ,SUV,44225,2020,9406,PETROL,AUTOMATIC,0,0,1969,145,BLACK
SKODA,CZ,COMBI,36952,2020,9433,PETROL,AUTOMATIC,0,0,1400,160,WHITE
BMW,CZ,HATCHBACK,28106,2019,9500,PETROL,AUTOMATIC,0,0,1499,100,SILVER
BMW,CZ,SUV,75512,2019,9500,PETROL,AUTOMATIC,0,0,2998,250,BLACK
JAGUAR,CZ,OFF_ROAD,76397,2020,9500,PETROL,AUTOMATIC,0,0,4999,405,GREY
VOLVO,CZ,COMBI,48206,2021,9544,PETROL,AUTOMATIC,0,0,1969,184,BLACK
SKODA,CZ,HATCHBACK,24125,2021,9600,PETROL,AUTOMATIC,0,0,999,81,WHITE
SKODA,CZ,HATCHBACK,21712,2021,9600,PETROL,AUTOMATIC,0,0,999,81,WHITE
CHEVROLET,CZ,CABRIO,68351,2021,9600,PETROL,AUTOMATIC,0,0,6162,339,ORANGE
VOLVO,CZ,COMBI,44185,2020,9650,PETROL,AUTOMATIC,0,0,1969,145,GREY
FORD,CZ,OFF_ROAD,21270,2020,9700,PETROL,AUTOMATIC,0,0,1496,133,NOT_SPECIFIED
SKODA,CZ,HATCHBACK,19300,2021,9800,PETROL,AUTOMATIC,0,0,999,70,RED
