“make”,“country”,“body_type”,“price”,“registred”,“speedometer”,“fuel_type”,“gearbox”,“seats”,“doors”,“engine_size”,“engine_power”,“colour”
RENAULT,CZ,HATCHBACK,9569,2014,24097,PETROL,MANUAL,0,0,1194,54,GREY
VOLKSWAGEN,CZ,HATCHBACK,14716,2018,24552,PETROL,MANUAL,0,0,999,70,BLACK
VOLKSWAGEN,SK,COMBI,5100,2019,24720,PETROL,MANUAL,0,0,1396,92,WHITE
OPEL,CZ,HATCHBACK,7434,2014,25000,PETROL,MANUAL,0,0,1229,51,SILVER
CHEVROLET,CZ,HATCHBACK,2372,2006,25205,PETROL,MANUAL,0,0,796,38,GREEN
VOLKSWAGEN,CZ,HATCHBACK,17490,2016,25300,PETROL,MANUAL,0,0,1395,92,SILVER
MAZDA,CZ,SUV,25291,2016,25300,PETROL,MANUAL,0,0,1998,118,GREY
MAZDA,CZ,SUV,23281,2016,25300,PETROL,MANUAL,0,0,1998,118,GREY_METALLIC
ABARTH,CZ,HATCHBACK,22878,2021,25300,PETROL,MANUAL,0,0,1368,118,GREY
MERCEDES_BENZ#UTILITY_VEHICLES,CZ,CABRIO,82026,1961,25355,PETROL,MANUAL,0,0,1897,77,RED
OPEL,CZ,SUV,14877,2017,25500,PETROL,MANUAL,0,0,1199,60,GREY
OPEL,CZ,SUV,13470,2017,25500,PETROL,MANUAL,0,0,1199,60,GREY
DACIA,SK,NOT_SPECIFIED,4290,2018,25562,PETROL,MANUAL,0,0,1598,75,BLUE
SUZUKI,CZ,OFF_ROAD,18053,2018,25740,PETROL,MANUAL,0,0,1373,103,RED
SUZUKI,CZ,SUV,27945,2018,25787,PETROL,MANUAL,0,0,1462,75,GREY
SUZUKI,CZ,SUV,25130,2018,25787,PETROL,MANUAL,0,0,1462,75,GREY
SKODA,CZ,COMBI,14073,2018,25800,PETROL,MANUAL,0,0,999,81,GREY
SKODA,CZ,COMBI,12464,2018,25800,PETROL,MANUAL,0,0,999,81,GREY
RENAULT,CZ,HATCHBACK,10414,2018,26000,PETROL,MANUAL,0,0,1149,54,WHITE
PEUGEOT,CZ,OFF_ROAD,15038,2018,26000,PETROL,MANUAL,0,0,1199,81,BLUE
SKODA,CZ,OFF_ROAD,19299,2019,26000,PETROL,MANUAL,0,0,1498,110,BLUE
NISSAN,CZ,HATCHBACK,11938,2015,26363,PETROL,MANUAL,0,0,1197,85,WHITE
SEAT,CZ,HATCHBACK,16445,2019,26600,PETROL,MANUAL,0,0,1498,96,ORANGE
SEAT,CZ,HATCHBACK,14877,2019,26600,PETROL,MANUAL,0,0,1498,96,ORANGE
FORD,CZ,HATCHBACK,11254,2014,27000,PETROL,MANUAL,0,0,1596,77,RED
VOLKSWAGEN,CZ,HATCHBACK,6831,2016,27000,PETROL,MANUAL,0,0,999,44,BLACK
SKODA,CZ,HATCHBACK,9565,2015,27091,PETROL,MANUAL,0,0,999,44,RED
SKODA,CZ,HATCHBACK,1970,1990,27100,PETROL,MANUAL,0,0,1289,46,BEIGE
FORD,CZ,COUPE,44189,2018,27447,PETROL,MANUAL,0,0,4951,310,BLUE
FIAT,CZ,NOT_SPECIFIED,16686,2018,27744,PETROL,MANUAL,0,0,1368,88,RED
SKODA,CZ,COMBI,14032,2018,28072,PETROL,MANUAL,0,0,999,81,RED
TOYOTA,CZ,SEDAN,15275,2016,28374,PETROL,MANUAL,0,0,1598,97,GREY
HYUNDAI,CZ,OFF_ROAD,16883,2019,28600,PETROL,MANUAL,0,0,998,88,GREEN
RENAULT,CZ,VAN,13630,2016,28799,PETROL,MANUAL,0,0,1198,85,ORANGE
RENAULT,CZ,MPV,13630,2016,28799,PETROL,MANUAL,0,0,1198,85,ORANGE
CITROEN,CZ,OFF_ROAD,15078,2017,28880,PETROL,MANUAL,0,0,1199,81,WHITE
DACIA,CZ,HATCHBACK,7836,2016,28883,PETROL,MANUAL,0,0,1149,54,GREY
SKODA,CZ,HATCHBACK,1608,1992,29000,PETROL,MANUAL,0,0,1289,43,RED
HYUNDAI,CZ,HATCHBACK,10048,2017,29000,PETROL,MANUAL,0,0,1248,55,BLUE
SKODA,CZ,HATCHBACK,10012,2018,29000,PETROL,MANUAL,0,0,999,70,WHITE
HYUNDAI,CZ,HATCHBACK,9489,2012,29200,PETROL,MANUAL,0,0,1396,66,BROWN
HYUNDAI,CZ,HATCHBACK,8484,2012,29200,PETROL,MANUAL,0,0,1396,66,BROWN_METALLIC
PEUGEOT,CZ,HATCHBACK,8905,2018,29366,PETROL,MANUAL,0,0,1199,60,BLUE
VOLKSWAGEN,CZ,HATCHBACK,8242,2015,29800,PETROL,MANUAL,0,0,999,44,RED
VOLKSWAGEN,CZ,HATCHBACK,7438,2015,29800,PETROL,MANUAL,0,0,999,44,RED
KIA,CZ,HATCHBACK,12062,2018,29826,PETROL,MANUAL,0,0,1368,73,BROWN
MAZDA,CZ,CABRIO,19501,2016,29950,PETROL,MANUAL,0,0,1496,96,WHITE
MAZDA,CZ,CABRIO,17490,2016,29950,PETROL,MANUAL,0,0,1496,96,WHITE
RENAULT,CZ,COMBI,12223,2016,30000,PETROL,MANUAL,0,0,1197,97,RED
RENAULT,CZ,COMBI,11258,2016,30000,PETROL,MANUAL,0,0,1197,97,RED
SKODA,CZ,HATCHBACK,9324,2016,30031,PETROL,MANUAL,0,0,999,55,WHITE
FORD,CZ,HATCHBACK,18053,2019,30056,PETROL,MANUAL,0,0,1496,147,GREY
HYUNDAI,CZ,COMBI,14676,2019,30073,PETROL,MANUAL,0,0,1368,73,RED
PEUGEOT,CZ,HATCHBACK,6433,2016,30300,PETROL,MANUAL,0,0,998,51,RED
PEUGEOT,CZ,HATCHBACK,7036,2016,30320,PETROL,MANUAL,0,0,998,51,RED
VOLKSWAGEN,CZ,COUPE,9207,1969,30448,PETROL,MANUAL,0,0,1192,34,GREY
SKODA,CZ,OFF_ROAD,19662,2019,30500,PETROL,MANUAL,0,0,1498,110,GREY
HYUNDAI,CZ,HATCHBACK,7233,2016,30631,PETROL,MANUAL,0,0,998,48,SILVER
PEUGEOT,CZ,HATCHBACK,11218,2017,30960,PETROL,MANUAL,0,0,1199,61,WHITE
CITROEN,CZ,HATCHBACK,10048,2016,31000,PETROL,MANUAL,0,0,1199,96,WHITE
FORD,CZ,OFF_ROAD,19219,2018,31000,PETROL,MANUAL,0,0,1498,88,WHITE
SKODA,CZ,COMBI,20904,2019,31100,PETROL,MANUAL,0,0,1498,110,WHITE
SKODA,CZ,HATCHBACK,13992,2018,31206,PETROL,MANUAL,0,0,999,81,GREY
SKODA,CZ,COMBI,16284,2020,31239,PETROL,MANUAL,0,0,999,70,RED
PEUGEOT,CZ,SEDAN,6192,2013,31391,PETROL,MANUAL,0,0,1199,53,SILVER
HYUNDAI,CZ,COMBI,11627,2018,31454,PETROL,MANUAL,0,0,998,88,BROWN
HYUNDAI,CZ,HATCHBACK,2774,2004,31523,PETROL,MANUAL,0,0,1341,55,BLUE
HYUNDAI,CZ,COMBI,11959,2018,31573,PETROL,MANUAL,0,0,998,88,BROWN
SKODA,CZ,SUV,10048,2015,32000,PETROL,MANUAL,0,0,1197,77,WHITE
BMW,CZ,HATCHBACK,13671,2015,32000,PETROL,MANUAL,0,0,1598,75,WHITE
HYUNDAI,CZ,HATCHBACK,7599,2016,32000,PETROL,MANUAL,0,0,1248,55,WHITE
FORD,CZ,OFF_ROAD,19059,2018,32000,PETROL,MANUAL,0,0,1498,88,WHITE
VOLKSWAGEN,CZ,HATCHBACK,22513,2018,32106,PETROL,MANUAL,0,0,1500,96,BLUE
HONDA,CZ,SUV,17370,2014,32145,PETROL,MANUAL,0,0,1997,114,GREY
PEUGEOT,CZ,HATCHBACK,6429,2013,32386,PETROL,MANUAL,0,0,999,50,GREY
SKODA,CZ,COMBI,16284,2020,32394,PETROL,MANUAL,0,0,999,70,BLACK
PEUGEOT,CZ,SUV,12464,2018,32400,PETROL,MANUAL,0,0,1199,61,WHITE
PEUGEOT,CZ,SUV,11057,2018,32400,PETROL,MANUAL,0,0,1199,61,WHITE
BMW,CZ,MPV,14621,2014,32500,PETROL,MANUAL,0,0,1170,99,NOT_SPECIFIED
RENAULT,CZ,HATCHBACK,4624,2011,32800,PETROL,MANUAL,0,0,1149,55,BEIGE
SKODA,CZ,HATCHBACK,16445,2020,32891,PETROL,MANUAL,0,0,1000,85,WHITE
NISSAN,SK,HATCHBACK,8890,2016,32986,PETROL,MANUAL,0,0,1198,59,WHITE
PEUGEOT,CZ,HATCHBACK,5428,2015,33000,PETROL,MANUAL,0,0,998,51,VIOLET
SKODA,CZ,OFF_ROAD,13228,2018,33000,PETROL,MANUAL,0,0,999,81,GREY
HYUNDAI,CZ,HATCHBACK,9127,2019,33063,PETROL,MANUAL,0,0,998,49,BLUE
HYUNDAI,CZ,COMBI,11959,2018,33628,PETROL,MANUAL,0,0,998,88,BROWN
HYUNDAI,CZ,COMBI,13590,2019,33628,PETROL,MANUAL,0,0,998,88,WHITE
KIA,CZ,HATCHBACK,6031,2012,33715,PETROL,MANUAL,0,0,1396,66,WHITE
MAZDA,CZ,SEDAN,20024,2017,33925,PETROL,MANUAL,0,0,1998,107,GREY
TOYOTA,CZ,HATCHBACK,12022,2014,34000,PETROL,MANUAL,0,0,1329,73,BLACK
SUZUKI,CZ,SUV,26095,2018,34000,PETROL,MANUAL,0,0,1462,75,GREEN
HYUNDAI,CZ,HATCHBACK,9207,2019,34054,PETROL,MANUAL,0,0,998,48,RED
HYUNDAI,CZ,NOT_SPECIFIED,24125,2018,34200,PETROL,MANUAL,0,0,1591,130,BLUE
HYUNDAI,CZ,NOT_SPECIFIED,21712,2018,34200,PETROL,MANUAL,0,0,1591,130,BLUE
BMW,CZ,COUPE,48210,2009,34300,PETROL,MANUAL,0,0,3999,309,WHITE
VOLKSWAGEN,CZ,LIFTBACK,27744,2018,35000,PETROL,MANUAL,0,0,1968,125,NOT_SPECIFIED
OPEL,CZ,VAN,5589,2014,35016,PETROL,MANUAL,0,0,1229,51,WHITE
DACIA,CZ,COMBI,9650,2018,35100,PETROL,MANUAL,0,0,999,54,BROWN
DACIA,CZ,COMBI,8644,2018,35100,PETROL,MANUAL,0,0,999,54,BROWN
OPEL,CZ,COMBI,16612,2019,35328,PETROL,MANUAL,0,0,1490,103,GREY
SEAT,CZ,SEDAN,10651,2015,35400,PETROL,MANUAL,0,0,1197,66,NOT_SPECIFIED
FIAT,CZ,HATCHBACK,7076,2016,35500,PETROL,MANUAL,0,0,1242,51,BLACK
CITROEN,CZ,HATCHBACK,11620,2018,35500,PETROL,MANUAL,0,0,1199,60,BLACK
KIA,CZ,SUV,19501,2018,35500,PETROL,MANUAL,0,0,1591,97,GREY
KIA,CZ,SUV,17490,2018,35500,PETROL,MANUAL,0,0,1591,97,GREY_METALLIC
RENAULT,CZ,COMBI,4382,2010,35619,PETROL,MANUAL,0,0,1149,55,SILVER
NISSAN,CZ,COMBI,6232,2013,35700,PETROL,MANUAL,0,0,1386,65,WHITE
NISSAN,CZ,HATCHBACK,5428,2013,35700,PETROL,MANUAL,0,0,1386,65,WHITE
SMART,CZ,HATCHBACK,8037,2017,35924,PETROL,MANUAL,0,0,999,52,GREY
KIA,CZ,SUV,18090,2018,35927,PETROL,MANUAL,0,0,1591,97,BLACK
CITROEN,CZ,NOT_SPECIFIED,3980,2009,36000,PETROL,MANUAL,0,0,1360,54,BLUE
LADA,CZ,OFF_ROAD,6429,2010,36000,PETROL,MANUAL,0,0,1690,59,GREEN
SKODA,CZ,OFF_ROAD,11178,2016,36000,PETROL,MANUAL,0,0,1197,66,GREY
DACIA,CZ,OFF_ROAD,8805,2017,36520,PETROL,MANUAL,0,0,999,54,BLUE
SKODA,CZ,NOT_SPECIFIED,22436,2020,36723,PETROL,MANUAL,0,0,999,85,BLUE
SKODA,CZ,HATCHBACK,8041,2010,36925,PETROL,MANUAL,0,0,1595,75,GREEN
HYUNDAI,CZ,HATCHBACK,4784,2011,37000,PETROL,MANUAL,0,0,1248,63,GREY
NISSAN,CZ,SUV,12727,2018,37059,PETROL,MANUAL,0,0,1197,85,BLACK
SKODA,CZ,COMBI,10012,2018,37117,PETROL,MANUAL,0,0,999,55,BLUE
SKODA,CZ,HATCHBACK,3176,2003,37438,PETROL,MANUAL,0,0,1198,40,GREY
SKODA,CZ,COMBI,13228,2018,37493,PETROL,MANUAL,0,0,999,70,WHITE
DACIA,CZ,SUV,17410,2020,37500,PETROL,MANUAL,0,0,133,110,GREY
OPEL,CZ,OFF_ROAD,14471,2019,37528,PETROL,MANUAL,0,0,1199,81,BLACK
HYUNDAI,CZ,COMBI,13667,2016,37800,PETROL,MANUAL,0,0,1591,99,RED
HYUNDAI,CZ,HATCHBACK,12263,2017,37800,PETROL,MANUAL,0,0,998,88,WHITE
DACIA,CZ,OFF_ROAD,8037,2012,38000,PETROL,MANUAL,0,0,1598,77,WHITE
VOLKSWAGEN,CZ,COMBI,14471,2018,38000,PETROL,MANUAL,0,0,999,81,GREY
RENAULT,CZ,OFF_ROAD,19296,2019,38000,PETROL,MANUAL,0,0,1332,103,GREY
MAZDA,CZ,CABRIO,25251,2017,38016,PETROL,MANUAL,0,0,1998,118,RED
HYUNDAI,CZ,HATCHBACK,13268,2017,38300,PETROL,MANUAL,0,0,998,88,WHITE
HYUNDAI,CZ,HATCHBACK,12062,2017,38300,PETROL,MANUAL,0,0,998,88,WHITE
DACIA,CZ,HATCHBACK,6393,2018,38388,PETROL,MANUAL,0,0,999,54,BLUE
DACIA,CZ,HATCHBACK,6393,2018,38388,PETROL,MANUAL,0,0,999,54,BLUE
FORD,CZ,OFF_ROAD,18858,2018,38850,PETROL,MANUAL,0,0,1498,110,BLACK
SKODA,CZ,HATCHBACK,8037,2011,38919,PETROL,MANUAL,0,0,1197,77,GREY
MAZDA,CZ,COUPE,15239,2008,39000,PETROL,MANUAL,0,0,1308,170,RED
FIAT,CZ,HATCHBACK,6027,1982,39027,PETROL,MANUAL,0,0,903,45,BLUE
FIAT,CZ,HATCHBACK,6027,1982,39027,PETROL,MANUAL,0,0,903,45,BLUE
RENAULT,CZ,HATCHBACK,12826,2017,39155,PETROL,MANUAL,0,0,1197,74,WHITE
SKODA,CZ,OFF_ROAD,17490,2015,39500,PETROL,MANUAL,0,0,1397,103,BROWN
HYUNDAI,CZ,COMBI,11627,2018,39504,PETROL,MANUAL,0,0,998,88,BROWN
HYUNDAI,CZ,HATCHBACK,5625,2012,39511,PETROL,MANUAL,0,0,1396,73,WHITE
SKODA,CZ,HATCHBACK,10373,2018,39532,PETROL,MANUAL,0,0,999,70,BLUE
DACIA,CZ,OFF_ROAD,8841,2015,39654,PETROL,MANUAL,0,0,1598,60,WHITE
KIA,CZ,HATCHBACK,6393,2015,39743,PETROL,MANUAL,0,0,998,50,BROWN
HONDA,CZ,SUV,18894,2018,39800,PETROL,MANUAL,0,0,1498,96,BLACK
MITSUBISHI,CZ,SUV,16083,2017,39900,PETROL,MANUAL,0,0,1590,86,WHITE
MITSUBISHI,CZ,SUV,14475,2017,39900,PETROL,MANUAL,0,0,1590,86,WHITE
SKODA,CZ,OFF_ROAD,13264,2018,40000,PETROL,MANUAL,0,0,999,81,BEIGE
MITSUBISHI,CZ,SUV,25653,2019,40026,PETROL,MANUAL,0,0,1998,110,BROWN
SKODA,CZ,HATCHBACK,3417,2007,40041,PETROL,MANUAL,0,0,1198,51,GOLD
MITSUBISHI,CZ,SUV,16481,2018,40349,PETROL,MANUAL,0,0,1590,86,WHITE
CHEVROLET,CZ,COUPE,10856,2013,40471,PETROL,MANUAL,0,0,1796,104,WHITE
RENAULT,CZ,VAN,14032,2018,40843,PETROL,MANUAL,0,0,1197,97,BLACK
PEUGEOT,CZ,HATCHBACK,4016,2015,40901,PETROL,MANUAL,0,0,1199,81,WHITE
HYUNDAI,CZ,HATCHBACK,10848,2017,41000,PETROL,MANUAL,0,0,1396,66,WHITE
FORD,CZ,OFF_ROAD,17611,2017,41000,PETROL,MANUAL,0,0,1498,110,GREY
KIA,CZ,HATCHBACK,10772,2018,41000,PETROL,MANUAL,0,0,1200,62,BLUE
FORD,CZ,HATCHBACK,18492,2018,41050,PETROL,MANUAL,0,0,999,92,RED
FORD,CZ,HATCHBACK,3614,2008,41200,PETROL,MANUAL,0,0,1299,51,BLUE
FORD,CZ,SUV,10048,2015,41200,PETROL,MANUAL,0,0,1498,82,BLUE
HYUNDAI,CZ,COMBI,14471,2017,41307,PETROL,MANUAL,0,0,1353,103,GREY
SKODA,CZ,HATCHBACK,6911,2015,41375,PETROL,MANUAL,0,0,999,44,BLACK
DACIA,CZ,HATCHBACK,4583,2014,41551,PETROL,MANUAL,0,0,1149,55,WHITE
SEAT,CZ,SUV,19260,2018,41586,PETROL,MANUAL,0,0,1498,110,RED
FORD,CZ,HATCHBACK,16481,2018,41650,PETROL,MANUAL,0,0,1498,110,RED
HYUNDAI,CZ,HATCHBACK,8805,2018,41963,PETROL,MANUAL,0,0,1248,55,WHITE
HYUNDAI,CZ,HATCHBACK,3815,2012,42000,PETROL,MANUAL,0,0,1086,50,RED
HYUNDAI,CZ,OFF_ROAD,14877,2018,42013,PETROL,MANUAL,0,0,1353,103,WHITE
CITROEN,CZ,HATCHBACK,8403,2014,42300,PETROL,MANUAL,0,0,1199,96,GREY
VOLKSWAGEN,CZ,HATCHBACK,15239,2018,42333,PETROL,MANUAL,0,0,999,81,GREY
DACIA,CZ,OFF_ROAD,5629,2015,42500,PETROL,MANUAL,0,0,1149,54,WHITE
SKODA,CZ,HATCHBACK,10852,2018,42600,PETROL,MANUAL,0,0,999,70,GREY
HYUNDAI,CZ,COMBI,11959,2018,42791,PETROL,MANUAL,0,0,998,88,BLUE
FIAT,CZ,HATCHBACK,3176,2010,42900,PETROL,MANUAL,0,0,1108,40,BLUE
RENAULT,CZ,COMBI,15677,2019,42950,PETROL,MANUAL,0,0,1332,85,WHITE
DACIA,CZ,HATCHBACK,5428,2012,43000,PETROL,MANUAL,0,0,1598,62,NOT_SPECIFIED
KIA,CZ,VAN,11254,2013,43000,PETROL,MANUAL,0,0,1591,99,GREY
DACIA,SK,HATCHBACK,6990,2015,43000,PETROL,MANUAL,0,0,898,66,SILVER
FORD,CZ,CABRIO,34137,2017,43300,PETROL,MANUAL,0,0,2261,233,GREY
MAZDA,CZ,COMBI,17285,2013,43650,PETROL,MANUAL,0,0,1998,121,BLUE
OPEL,CZ,HATCHBACK,12862,2018,43750,PETROL,MANUAL,0,0,1399,92,BLUE
SKODA,CZ,COUPE,1407,1989,43916,PETROL,MANUAL,0,0,1289,45,WHITE
HYUNDAI,CZ,COMBI,13268,2016,44000,PETROL,MANUAL,0,0,1591,99,WHITE
HYUNDAI,CZ,COMBI,12062,2016,44000,PETROL,MANUAL,0,0,1591,99,WHITE
KIA,CZ,HATCHBACK,5428,2011,44300,PETROL,MANUAL,0,0,998,50,BROWN
KIA,CZ,HATCHBACK,4624,2011,44300,PETROL,MANUAL,0,0,998,50,BROWN_METALLIC
NISSAN,CZ,COUPE,18094,2004,44360,PETROL,MANUAL,0,0,3498,206,GREY
SKODA,CZ,HATCHBACK,14032,2015,44400,PETROL,MANUAL,0,0,1395,103,BLUE
FIAT,CZ,HATCHBACK,9650,2017,44500,PETROL,MANUAL,0,0,1242,51,RED
FIAT,CZ,HATCHBACK,8443,2017,44500,PETROL,MANUAL,0,0,1242,51,RED
HYUNDAI,CZ,HATCHBACK,6393,2013,44531,PETROL,MANUAL,0,0,1248,63,WHITE
SKODA,CZ,HATCHBACK,6433,2014,44711,PETROL,MANUAL,0,0,999,44,WHITE
ALFA_ROMEO,CZ,HATCHBACK,3417,2009,45000,PETROL,MANUAL,0,0,1368,57,RED
ALFA_ROMEO,CZ,HATCHBACK,3417,2009,45000,PETROL,MANUAL,0,0,1368,57,RED
NISSAN,CZ,OFF_ROAD,12058,2014,45000,PETROL,MANUAL,0,0,1197,85,GREY
CITROEN,CZ,HATCHBACK,2734,2007,45100,PETROL,MANUAL,0,0,1214,44,GREY
SKODA,CZ,OFF_ROAD,26131,2018,45109,PETROL,MANUAL,0,0,1395,92,BLACK
SKODA,CZ,SUV,26131,2018,45109,PETROL,MANUAL,0,0,1395,92,BLACK
NISSAN,CZ,OFF_ROAD,3212,2012,45200,PETROL,MANUAL,0,0,996,50,BLUE
FORD,CZ,HATCHBACK,11660,2016,45200,PETROL,MANUAL,0,0,1596,77,WHITE
FORD,CZ,HATCHBACK,10253,2016,45200,PETROL,MANUAL,0,0,1596,77,WHITE
HYUNDAI,CZ,COMBI,13831,2019,45695,PETROL,MANUAL,0,0,998,88,GREY
TOYOTA,CZ,HATCHBACK,14475,2016,45800,PETROL,MANUAL,0,0,1598,97,WHITE
TOYOTA,CZ,HATCHBACK,13067,2016,45800,PETROL,MANUAL,0,0,1598,97,WHITE
SEAT,CZ,COMBI,18090,2018,45933,PETROL,MANUAL,0,0,1395,92,BLUE
HYUNDAI,CZ,COMBI,11295,2018,45958,PETROL,MANUAL,0,0,998,88,BLACK
HONDA,CZ,OFF_ROAD,30116,2019,46000,PETROL,MANUAL,0,0,1498,127,GREY
FORD,CZ,HATCHBACK,13264,2016,46100,PETROL,MANUAL,0,0,1498,110,BLUE
ABARTH,CZ,HATCHBACK,17169,2018,46200,PETROL,MANUAL,0,0,1368,118,GREY
HYUNDAI,CZ,COMBI,11627,2018,46471,PETROL,MANUAL,0,0,998,88,RED
DACIA,CZ,HATCHBACK,3980,2011,46500,PETROL,MANUAL,0,0,1149,55,BLUE
PORSCHE,CZ,CABRIO,126658,2017,46700,PETROL,MANUAL,0,0,2981,309,WHITE
RENAULT,CZ,HATCHBACK,8443,2013,46721,PETROL,MANUAL,0,0,1149,55,WHITE
MITSUBISHI,CZ,COMBI,3216,2006,46818,PETROL,MANUAL,0,0,1124,55,SILVER_METALLIC
SEAT,CZ,HATCHBACK,18817,2015,46834,PETROL,MANUAL,0,0,1984,206,WHITE
CHEVROLET,CZ,HATCHBACK,1608,2005,46900,PETROL,MANUAL,0,0,1150,53,GREEN
CHEVROLET,CZ,HATCHBACK,1407,2005,46900,PETROL,MANUAL,0,0,1150,53,GREEN_METALLIC
FORD,CZ,OFF_ROAD,19260,2018,46900,PETROL,MANUAL,0,0,1498,121,WHITE
BMW,CZ,HATCHBACK,30920,2016,46927,PETROL,MANUAL,0,0,2998,240,RED
HONDA,CZ,OFF_ROAD,17249,2017,46993,PETROL,MANUAL,0,0,1798,104,WHITE
SKODA,CZ,HATCHBACK,13791,2019,47167,PETROL,MANUAL,0,0,999,81,BLUE
SKODA,CZ,PICK_UP,6031,2014,47200,PETROL,MANUAL,0,0,1197,63,WHITE
SUZUKI,CZ,OFF_ROAD,11254,2011,47326,PETROL,MANUAL,0,0,1328,63,GREY
MAZDA,CZ,LIFTBACK,16003,2016,47579,PETROL,MANUAL,0,0,1998,88,RED
AUDI,CZ,ROADSTER,69561,2012,47637,PETROL,MANUAL,0,0,4163,316,BLACK
FORD,CZ,HATCHBACK,10655,2015,48000,PETROL,MANUAL,0,0,998,92,WHITE
MINI,CZ,HATCHBACK,21310,2017,48000,PETROL,MANUAL,0,0,1998,191,NOT_SPECIFIED
SKODA,CZ,HATCHBACK,13630,2018,48000,PETROL,MANUAL,0,0,999,81,BLUE
FIAT,CZ,HATCHBACK,7137,2015,48149,PETROL,MANUAL,0,0,1242,51,WHITE
HYUNDAI,CZ,COMBI,11295,2018,48169,PETROL,MANUAL,0,0,998,88,BLACK
DACIA,CZ,HATCHBACK,6393,2016,48200,PETROL,MANUAL,0,0,1149,54,WHITE
NISSAN,CZ,HATCHBACK,6429,2013,48300,PETROL,MANUAL,0,0,1198,59,WHITE
RENAULT,CZ,HATCHBACK,7599,2019,48317,PETROL,MANUAL,0,0,898,56,GREY
NISSAN,CZ,SUV,20904,2016,48350,PETROL,MANUAL,0,0,1618,120,BLACK
RENAULT,CZ,NOT_SPECIFIED,8033,2014,48438,PETROL,MANUAL,0,0,1149,55,WHITE
RENAULT,CZ,HATCHBACK,8033,2014,48438,PETROL,MANUAL,0,0,1149,55,WHITE
HYUNDAI,CZ,LIFTBACK,13268,2019,48500,PETROL,MANUAL,0,0,1353,103,WHITE
HYUNDAI,CZ,LIFTBACK,12062,2019,48500,PETROL,MANUAL,0,0,1353,103,WHITE
DAEWOO,CZ,HATCHBACK,2613,2004,48673,PETROL,MANUAL,0,0,1399,69,RED
HYUNDAI,CZ,COMBI,11627,2018,48709,PETROL,MANUAL,0,0,998,88,NOT_SPECIFIED
SKODA,CZ,OFF_ROAD,5629,2011,48900,PETROL,MANUAL,0,0,1198,51,GREY
NISSAN,CZ,HATCHBACK,7237,2013,48900,PETROL,MANUAL,0,0,1198,59,VIOLET
NISSAN,CZ,HATCHBACK,6634,2013,48900,PETROL,MANUAL,0,0,1198,59,VIOLET
PEUGEOT,CZ,OFF_ROAD,10052,2010,49000,PETROL,MANUAL,0,0,1598,110,WHITE
NISSAN,CZ,HATCHBACK,6795,2015,49000,PETROL,MANUAL,0,0,1190,59,RED
CITROEN,CZ,VAN,10776,2016,49000,PETROL,MANUAL,0,0,1598,72,WHITE
SKODA,CZ,OFF_ROAD,10410,2018,49000,PETROL,MANUAL,0,0,999,70,RED
NISSAN,CZ,OFF_ROAD,17651,2016,49039,PETROL,MANUAL,0,0,1618,120,BROWN
MAZDA,CZ,HATCHBACK,15677,2016,49050,PETROL,MANUAL,0,0,1998,88,GREY
FORD,CZ,COMBI,12862,2018,49050,PETROL,MANUAL,0,0,1596,77,WHITE
FORD,CZ,CABRIO,28106,1988,49267,PETROL,MANUAL,0,0,4885,168,RED
KIA,CZ,HATCHBACK,8403,2013,49372,PETROL,MANUAL,0,0,1396,66,BLUE
RENAULT,CZ,HATCHBACK,8001,2015,49447,PETROL,MANUAL,0,0,1149,54,RED
PEUGEOT,CZ,HATCHBACK,10012,2015,49500,PETROL,MANUAL,0,0,1199,96,WHITE
FIAT,CZ,HATCHBACK,7840,2015,49550,PETROL,MANUAL,0,0,1242,51,BLACK
FIAT,CZ,HATCHBACK,7036,2015,49550,PETROL,MANUAL,0,0,1242,51,BLACK
PEUGEOT,CZ,COMBI,20502,2017,49739,PETROL,MANUAL,0,0,1199,96,GREY
FORD,CZ,HATCHBACK,6831,1983,49915,PETROL,MANUAL,0,0,1271,51,GREEN
FORD,CZ,HATCHBACK,6831,1983,49915,PETROL,MANUAL,0,0,1271,51,GREEN
MAZDA,CZ,SEDAN,16883,2018,49974,PETROL,MANUAL,0,0,1998,88,RED
MAZDA,CZ,SUV,14073,2014,49984,PETROL,MANUAL,0,0,1998,121,RED
TRABANT,CZ,COMBI,2774,1983,50000,PETROL,MANUAL,0,0,594,19,BLACK
VOLKSWAGEN,CZ,OFF_ROAD,14676,2015,50000,PETROL,MANUAL,0,0,1193,63,BLUE
HYUNDAI,CZ,COMBI,12746,2017,50075,PETROL,MANUAL,0,0,1591,88,BLUE
HYUNDAI,CZ,HATCHBACK,13667,2018,50100,PETROL,MANUAL,0,0,998,88,GREY
MAZDA,CZ,HATCHBACK,15199,2015,50128,PETROL,MANUAL,0,0,1998,88,RED
VOLKSWAGEN,CZ,HATCHBACK,3578,2010,50275,PETROL,MANUAL,0,0,1198,40,RED
KIA,CZ,OFF_ROAD,14073,2013,50286,PETROL,MANUAL,0,0,1591,99,WHITE
VOLKSWAGEN,CZ,HATCHBACK,9650,2015,50300,PETROL,MANUAL,0,0,999,55,WHITE
SKODA,CZ,HATCHBACK,14475,2019,50300,PETROL,MANUAL,0,0,999,81,GREY
SKODA,CZ,HATCHBACK,13067,2019,50300,PETROL,MANUAL,0,0,999,81,GREY
VOLKSWAGEN,CZ,HATCHBACK,8644,2015,50350,PETROL,MANUAL,0,0,999,55,WHITE
